held_out,lam,beta,n_test,ll,ll_per_cell,rss_tr_per_cell,rss_te_per_cell,ll0,ll0_per_cell,dll_vs_cov,celltype,module,family,design
7259_liver_sbr_Male_26-U1,14.178039470333344,-0.012247545076608838,31135,-43101.54645755405,-1.3843438720910246,0.8697690900313668,0.9309740898129275,-43100.6059396935,-1.3843136643550185,-0.9405178605520632,Biliary/ductular,emt_ecm,step,ctrl
7260_liver_sbr_Male_26-U1,27.304873519796445,-0.010453192826610261,27611,-38060.56832146157,-1.3784567136815606,0.8785091892491287,0.921192082292247,-38060.60122516588,-1.378457905369812,0.03290370431204792,Biliary/ductular,emt_ecm,step,ctrl
7001_liver_sham_Male_52-U1,20.177866835741543,-0.011013909317946899,21822,-29152.700911547065,-1.3359316704035864,0.9012548641897037,0.8453133728764883,-29153.029382926925,-1.335946722707677,0.3284713798602752,Biliary/ductular,emt_ecm,step,ctrl
7248_liver_sham_Male_26-U1,20.177866835741543,-0.009233516985203815,7950,-10768.79807485159,-1.3545657955788162,0.8889338296633755,0.8791407545051819,-10769.997676870687,-1.3547166889145519,1.1996020190981653,Biliary/ductular,emt_ecm,step,ctrl
7352_liver_sham_Male_2-U1,20.177866835741543,-0.010058248787786439,3903,-5235.562942000299,-1.3414201747374581,0.889169105487436,0.855753528866523,-5235.841483285707,-1.3414915406829893,0.27854128540820966,Biliary/ductular,emt_ecm,step,ctrl
7435_liver_sham_Male_10-U1,21.2211739115045,-0.010958107023257412,4215,-5619.177087286425,-1.333138099000338,0.8899516957224534,0.8409775712521845,-5618.284357063878,-1.3329263006082748,-0.8927302225474705,Biliary/ductular,emt_ecm,step,ctrl
7259_liver_sbr_Male_26-U1,24.6860647223019,0.02358556469492854,31135,-44176.56363767886,-1.4188714834648744,0.9994437211380214,0.9998658386503494,-44178.65123314173,-1.4189385332629432,2.087595462871832,Biliary/ductular,emt_ecm,step,naive
7260_liver_sbr_Male_26-U1,17.345738419684505,0.023732376935910418,27611,-39176.05284261683,-1.418856718069495,0.9994367742849717,0.9998363196702882,-39178.31184176303,-1.4189385332571451,2.2589991462009493,Biliary/ductular,emt_ecm,step,naive
7001_liver_sham_Male_52-U1,18.24260882600192,0.022492462778342947,21822,-30960.93983669931,-1.418794786761035,0.9994940891181646,0.9997125325198704,-30964.07667256707,-1.4189385332493387,3.136835867760965,Biliary/ductular,emt_ecm,step,naive
7248_liver_sham_Male_26-U1,23.47241150476913,0.02187114713701523,7950,-11279.751260026327,-1.418836636481299,0.9995216529229111,0.9997961983262683,-11280.561339229844,-1.4189385332364584,0.8100792035165796,Biliary/ductular,emt_ecm,step,naive
7352_liver_sham_Male_2-U1,23.47241150476913,0.021710377034082587,3903,-5537.943385604025,-1.4188940265447156,0.9995286595290381,0.9999109293810234,-5538.117095211306,-1.4189385332337447,0.1737096072811255,Biliary/ductular,emt_ecm,step,naive
7435_liver_sham_Male_10-U1,23.47241150476913,0.019467178305289358,4215,-5976.474801607414,-1.4179062400017588,0.9996210289688301,0.9979360689733122,-5980.825917581064,-1.4189385332339415,4.351115973649939,Biliary/ductular,emt_ecm,step,naive
7259_liver_sbr_Male_26-U1,,,31135,-43101.946620446666,-1.3843567246008244,,0.9310007610335762,-43100.60593969349,-1.384313664355018,-1.3406807531791856,Biliary/ductular,emt_ecm,spline,ctrl
