section,arm,call,response,celltype,bin_lo,bin_hi,bin_mid,n,mean_raw,sem_raw,mean_resid,sem_resid
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_codeword,Hepatocytes,50.0,55.0,52.5,1000,0.13916873827786944,0.04887036768149311,0.05250722475422619,0.04864800734959466
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_codeword,Hepatocytes,55.0,60.0,57.5,705,0.02377295801509048,0.040232564297001505,-0.06834456351892389,0.040232021988007884
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_codeword,Hepatocytes,60.0,65.0,62.5,489,0.1183661141899271,0.06272395941821607,0.04269362747881074,0.06264288274022196
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_codeword,Hepatocytes,65.0,70.0,67.5,295,0.006171247268060452,0.05809755981420493,-0.07961241048270273,0.058166602983169606
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_codeword,Hepatocytes,70.0,75.0,72.5,201,0.14649659781005464,0.1036475303364973,0.09726103054156658,0.10260748896328037
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_codeword,Hepatocytes,75.0,80.0,77.5,136,0.016047086014188222,0.08923571076638699,-0.02881724651558694,0.09019712895282592
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,neg_control_codeword,Hepatocytes,80.0,85.0,82.5,72,0.00900995454049814,0.11963123505273097,-0.08538786979702367,0.12059801622166705
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,genomic_control,Hepatocytes,5.0,10.0,7.5,826,-0.0252322214696821,0.03175535284857364,0.013302399838991688,0.03165768777888324
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,genomic_control,Hepatocytes,10.0,15.0,12.5,3017,0.03208513311657054,0.022271428069184734,-0.005313957353286884,0.02213996849570851
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,genomic_control,Hepatocytes,15.0,20.0,17.5,4070,0.05978848287706547,0.01954908491456852,0.0003500116563344499,0.01941408606037819
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,genomic_control,Hepatocytes,20.0,25.0,22.5,3877,0.06374022423173087,0.02096694706447228,0.0018105735433393702,0.020793593246887097
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,genomic_control,Hepatocytes,25.0,30.0,27.5,3497,0.03933159084903159,0.019031017384508297,-0.01765038398895831,0.01891898647578603
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,genomic_control,Hepatocytes,30.0,35.0,32.5,3024,0.0702932397657232,0.022804421899363065,0.01065130764212429,0.022615336240488157
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,genomic_control,Hepatocytes,35.0,40.0,37.5,2448,0.040345502823384914,0.024101572650130604,-0.018837965427643526,0.02399018027291085
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,genomic_control,Hepatocytes,40.0,45.0,42.5,1943,0.05263994217565445,0.0271950471958845,-0.0017645696222807583,0.027073384081374028
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,genomic_control,Hepatocytes,45.0,50.0,47.5,1476,0.0689508230801075,0.03305524028493031,0.008160560521261264,0.032977401032374745
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,genomic_control,Hepatocytes,50.0,55.0,52.5,1000,0.05228445144485161,0.035946081077114674,0.001478231080288623,0.03577992007483427
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,genomic_control,Hepatocytes,55.0,60.0,57.5,705,0.059425948264807064,0.0497276909505634,0.0035305030361741222,0.04927084558985405
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,genomic_control,Hepatocytes,60.0,65.0,62.5,489,-0.0037225101543094884,0.041471850083230746,-0.05550442269845894,0.041275384995424894
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,genomic_control,Hepatocytes,65.0,70.0,67.5,295,0.2608963866369928,0.10733172714693212,0.21068364388297212,0.10577763471915953
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,genomic_control,Hepatocytes,70.0,75.0,72.5,201,0.018375775351284766,0.07135183665958286,-0.013320949031737079,0.07078555919453913
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,genomic_control,Hepatocytes,75.0,80.0,77.5,136,0.26131123756009694,0.1470836837010073,0.2114489675244877,0.14492550632201728
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,genomic_control,Hepatocytes,80.0,85.0,82.5,72,0.009750247244455564,0.11558207663151093,-0.05912055995764812,0.1141028242351716
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,all_controls,Hepatocytes,5.0,10.0,7.5,826,-0.05134198438633581,0.028789273170947063,-0.027543846901114655,0.02893873250804326
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,all_controls,Hepatocytes,10.0,15.0,12.5,3017,0.10889948357085802,0.023629331350869837,0.0037326111889623157,0.023270341411195015
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,all_controls,Hepatocytes,15.0,20.0,17.5,4070,0.16823724382646413,0.022267768655755523,0.02113353436798087,0.021828018382785537
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,all_controls,Hepatocytes,20.0,25.0,22.5,3877,0.15109581439145142,0.022210727289716858,0.004646543587470879,0.021820567959207823
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,all_controls,Hepatocytes,25.0,30.0,27.5,3497,0.12035521260284344,0.02188168148548414,-0.017690947498724324,0.021479323089349835
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,all_controls,Hepatocytes,30.0,35.0,32.5,3024,0.12135493462454817,0.023746815591474353,-0.010138109658552741,0.023323255982229892
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,all_controls,Hepatocytes,35.0,40.0,37.5,2448,0.08849071149566064,0.024782947467742417,-0.04235644407538624,0.02457141415615099
7259_liver_sbr_Male_26-U1,sbr,cdkn1a_pos,all_controls,Hepatocytes,40.0,45.0,42.5,1943,0.11547621566294326,0.028848309298827066,-0.004970065340870321,0.02849541735048258
