section,arm,band,call,celltype,module,n,lam,beta_naive,sd_y,sf_tech,sf_cum_tech,sf_seg,sf_cum_seg,sf_dens,sf_cum_dens,sf_comp,sf_cum_comp,sf_anat,sf_cum_anat
7259_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Endothelial,interferon_response,12301,49.99999999999999,0.0047079739990026894,0.029787531018650348,-0.9573934379291985,-0.9573934379291985,1.1349993936262943,-0.8293271287317774,0.008213815252471765,-0.12832499935109143,0.40779398694056257,-0.13439328185685706,-0.6897531787290557,-0.2708997490199558
7259_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Endothelial,oxidative_stress,12301,6.999999999999999,-0.04802078161157139,0.05492305789099418,0.07735501955337326,0.07735501955337326,1.0423257779077022,0.09506322909985307,0.4225372681670168,0.1716022470232111,0.8035935737290371,0.1716028227976487,0.4979853870576497,0.15093525816540562
7259_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Endothelial,secondary_senescence,12301,6.999999999999999,0.013572212050324346,0.032136754882710145,0.2745627995998286,0.2745627995998286,1.029758256818901,0.28184360807156167,0.3097867054268023,0.1611824478656277,0.6765894082589208,0.16577787217773235,0.5180280812277454,0.14069575638404025
7259_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Endothelial,tnfa_nfkb_proximal,12301,6.999999999999999,0.011322341460587245,0.02298025246902104,-0.09611651276713593,-0.09611651276713593,1.0699492731108722,-0.03581962497459992,0.35909119210135493,0.20394166678866524,0.832064449676101,0.20118123046503847,0.28956896390372955,0.16569629025854474
7259_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Hepatocytes,downstream_arrest,28561,49.99999999999999,-0.002700450006234625,0.01179016687785641,1.436322027386447,1.436322027386447,1.0014070991864874,1.4305044809410883,0.6591348633497525,0.4247272737413683,0.57735700218333,0.4397228114617332,0.9708968461285588,0.3925710909403092
7259_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Hepatocytes,emt_ecm,28561,7.185691199578791,0.0167610769463425,0.017968605221938636,0.44649561516900166,0.44649561516900166,0.9831694864123761,0.4446093661954625,0.2719643209227539,0.26951515797932074,0.8560292328502125,0.2371606288280358,1.0201521991395734,0.27062079700531444
7259_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Hepatocytes,il6_jak_stat3,28561,6.999999999999999,0.007888581168188611,0.01778614589014712,0.22643965505355754,0.22643965505355754,0.9769652861721784,0.2278477941200054,0.24494354207106994,0.1740196253905785,0.8789236448964323,0.11823562745116126,0.9595908938067197,0.14630651020298407
7259_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Hepatocytes,interferon_response,28561,6.999999999999999,0.011085385886265186,0.01636102221657424,0.516496575203516,0.516496575203516,0.9808949802510644,0.5248307542993648,0.1476439372297018,0.19013899183555213,0.8096530478495836,0.13988341543241917,1.066355621644647,0.1783600053099792
7259_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Hepatocytes,oxidative_stress,28561,6.999999999999999,-0.01881191100796617,0.04054484730219194,0.09630516201327555,0.09630516201327555,1.0052916517680865,0.08686764770116105,0.4933176088838037,0.12194573901832317,0.9271053431428984,0.09554959584639125,1.2328604576339701,0.18143999417387807
7259_liver_sbr_Male_26-U1,sbr,in_band,tierA_p95,Hepatocytes,secondary_senescence,28561,6.999999999999999,0.01267084480732496,0.021118032827508404,0.09683126136397145,0.09683126136397145,0.9916155944185444,0.09846568673237699,0.23828804470693485,0.13187277498840522,0.8826141547928674,0.11048795131401992,0.9599071190804153,0.12161510912199931
