held_out,lam,beta,n_test,ll,ll_per_cell,rss_tr_per_cell,rss_te_per_cell,ll0,ll0_per_cell,dll_vs_cov,celltype,module,basis,design,n_sections
7259_liver_sbr_Male_26-U1,6.999999999999999,0.025482855618878565,32233,-45788.60681554912,-1.4205505790819695,0.9170806058139421,0.9994558651033485,-45786.55633173429,-1.4204869646553002,-2.0504838148335693,Biliary/ductular,il6_jak_stat3,near,ctrl,6
7260_liver_sbr_Male_26-U1,6.999999999999999,0.011363578756936952,27995,-38623.68544762242,-1.3796637059340031,0.9500023443076582,0.9240956202484073,-38634.858658085395,-1.3800628204352705,11.173210462977295,Biliary/ductular,il6_jak_stat3,near,ctrl,6
7001_liver_sham_Male_52-U1,6.999999999999999,0.015309672833961608,22161,-30503.53085992774,-1.3764510112326944,0.947182010667925,0.9180819103094355,-30511.3548255012,-1.3768040623392988,7.823965573457826,Biliary/ductular,il6_jak_stat3,near,ctrl,6
7248_liver_sham_Male_26-U1,6.999999999999999,0.019754042082818647,8094,-11320.93413164945,-1.3986822500184644,0.9384144758457693,0.9600527690672049,-11320.168889493194,-1.3985877056453169,-0.7652421562561358,Biliary/ductular,il6_jak_stat3,near,ctrl,6
7352_liver_sham_Male_2-U1,6.999999999999999,0.01900991459775055,3935,-5491.154207286477,-1.395464855727186,0.9395230994136867,0.954029541343734,-5490.927953703108,-1.3954073579931658,-0.22625358336881618,Biliary/ductular,il6_jak_stat3,near,ctrl,6
7435_liver_sham_Male_10-U1,6.999999999999999,0.017500949321273575,3839,-5339.3033486209515,-1.3908057693724802,0.9399079371602419,0.9452743664483415,-5341.675602747751,-1.3914237048053533,2.3722541267998167,Biliary/ductular,il6_jak_stat3,near,ctrl,6
7259_liver_sbr_Male_26-U1,11.58882939190469,0.03723454250715747,32233,-45782.41640873256,-1.42035852724638,0.9164575617648862,0.9990477937965265,-45786.55633173429,-1.4204869646553002,4.1399230017268565,Biliary/ductular,il6_jak_stat3,sup,ctrl,6
7260_liver_sbr_Male_26-U1,20.177866835741543,0.024983439937599404,27995,-38616.097367909235,-1.379392654685095,0.9495736992856979,0.923592410878029,-38634.858658085395,-1.3800628204352705,18.7612901761604,Biliary/ductular,il6_jak_stat3,sup,ctrl,6
7001_liver_sham_Male_52-U1,13.48099749887925,0.026148418760131697,22161,-30495.21316036197,-1.3760756807166632,0.9467932919753094,0.917382929446879,-30511.3548255012,-1.3768040623392988,16.14166513922828,Biliary/ductular,il6_jak_stat3,sup,ctrl,6
7248_liver_sham_Male_26-U1,12.818224546846722,0.030562984514963327,8094,-11319.949199496488,-1.3985605633180738,0.9379496940774281,0.9598137408976767,-11320.168889493194,-1.3985877056453169,0.21968999670571066,Biliary/ductular,il6_jak_stat3,sup,ctrl,6
