section,arm,week,call,celltype,module,n,lam,n_perm,beta_obs,sender_set,N1_null_mean,N1_null_sd,N1_null_lo,N1_null_hi,N1_sf,N1_p,N3_null_mean,N3_null_sd,N3_null_lo,N3_null_hi,N3_sf,N3_p,N4_null_mean,N4_null_sd,N4_null_lo,N4_null_hi,N4_sf,N4_p
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,T/NK cells,interferon_response,5354,12.818224546846722,1000,0.013133250784175168,A_sender_for_interferon_response,0.006148023699596546,0.002401586440097643,0.0011899661653326414,0.011012862743309433,0.531873425656002,0.002,-0.0001008109375472608,0.005031435677853429,-0.009852083904386005,0.009706579254509733,1.0076760079590297,0.007,-0.001582668611102613,0.004230576801492132,-0.009524557066059416,0.007005627743936218,1.1205085197192488,0.0
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,vSMCs,interferon_response,4967,49.99999999999999,1000,0.004661883521963953,A_sender_for_interferon_response,0.005433078501195132,0.003018089392495218,-0.0007823626191986228,0.011249812991542407,-0.16542562155355842,0.605,-6.0115828690585326e-05,0.004498677607802373,-0.009406459913343204,0.006814196640071768,1.0128951803294433,0.312,-0.00035916042333837116,0.0036073021826934747,-0.007358145473343463,0.006983112609813715,1.0770419127046453,0.195
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,Biliary/ductular,oxidative_stress,27650,13.48099749887925,1000,-0.014601154002505914,A_sender_for_oxidative_stress,-0.005027552138229147,0.0013881485980559234,-0.007831211446780378,-0.0023878916397995086,0.6556743297573399,0.0,2.980127238731191e-05,0.0031469615864707537,-0.005678245934452137,0.006508448959076356,1.0020410217152833,0.0,-0.002062345201229583,0.0022707863209306513,-0.0061967516238039064,0.0020650685689665416,0.8587546435798407,0.0
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,DC,oxidative_stress,5501,18.24260882600192,1000,-0.01900491474505427,A_sender_for_oxidative_stress,-0.009950136882520628,0.003516405527340721,-0.01664120587163362,-0.0030799999597426156,0.4764440137722799,0.004,0.0005590893570284879,0.007940032891618324,-0.016193312138162257,0.014411200951877791,1.029418146017939,0.016,-0.004400306965466517,0.006035025896598841,-0.016886209813967604,0.007076736105168972,0.7684647879511468,0.01
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,Endothelial,oxidative_stress,22280,6.999999999999999,1000,-0.032562697800557615,A_sender_for_oxidative_stress,-0.003026029924066743,0.001889866152806811,-0.006485553135438414,0.00048689188945944136,0.9070706627994771,0.0,0.0007643330578912416,0.00824807764501856,-0.015472828817949728,0.016051998069535008,1.0234726576579336,0.0,-0.006313600927535676,0.004713846552864055,-0.016276885780438257,0.0023709754713060697,0.8061094026605019,0.0
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,Hepatocytes,oxidative_stress,52641,6.999999999999999,1000,-0.014925918609093718,A_sender_for_oxidative_stress,-0.00021657364376511168,0.0009856874201483162,-0.002225635083282965,0.0017264697902172961,0.9854900961584259,0.0,0.00045640505109029563,0.008755769989828445,-0.015510380100450746,0.01755092317151192,1.0305780208939521,0.09,-0.00754829474108153,0.004439351813948143,-0.017428904308878623,7.413982169982895e-05,0.4942827346999816,0.081
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,Macrophages,oxidative_stress,18051,14.178039470333344,1000,-0.030666913341632854,A_sender_for_oxidative_stress,-0.011322779703464377,0.0022283315080150337,-0.015595467396807894,-0.006848057448316819,0.6307818926108623,0.0,0.0005001254977825274,0.006259274460978166,-0.01127952195935476,0.01259039191865835,1.0163083089651401,0.0,-0.005174086788175334,0.004290813010427676,-0.013238045969808222,0.002667823688797052,0.8312811357786345,0.0
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,Mesenchymal,oxidative_stress,28927,7.742591489922676,1000,-0.03740773285897953,A_sender_for_oxidative_stress,-0.005770677092764864,0.0016068170525731244,-0.008916647087190555,-0.0026512733212016608,0.845735716876527,0.0,0.0006983390672787286,0.006804124495404698,-0.013047504434486388,0.012893663846132785,1.018668307697538,0.0,-0.006381676116850767,0.004538194663239646,-0.01570517437656328,0.002135113911788392,0.8294022217035032,0.0
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,Proliferating,oxidative_stress,3553,6.999999999999999,1000,-0.08803239655872688,A_sender_for_oxidative_stress,-0.05273096403316261,0.015329578581222643,-0.08279051272706267,-0.021740281446324,0.40100501526179055,0.008,0.0005904084672951374,0.012088688639992946,-0.022783766246373995,0.023143161771085764,1.0067067180989588,0.0,-0.008432233362198099,0.009874453195035687,-0.025718736004344128,0.01159796489041758,0.9042144290985772,0.0
7260_liver_sbr_Male_26-U1,sbr,26,tierApm_p95,T/NK cells,oxidative_stress,5351,13.48099749887925,1000,-0.027705633127400587,A_sender_for_oxidative_stress,-0.011517634221203492,0.0037722636421879314,-0.01906676716813617,-0.003989588831150263,0.5842854711804918,0.0,0.0001825529825465729,0.008543285669595786,-0.01690984059314324,0.01638040714699934,1.006589020424371,0.002,-0.0029583270252342953,0.006319884772391036,-0.016170690789976457,0.008747940017847353,0.8932229048283853,0.001
