panel,section,celltype,module,series,bin_lo,bin_hi,n,value,lo,hi,sem
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,50.0,55.0,,-0.015979613960031,-0.0165231955980371,-0.0153742677777037,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,55.0,60.0,,-0.0160006861884337,-0.0165328138053052,-0.0154287609094294,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,60.0,65.0,,-0.0160012461618455,-0.0166865145602961,-0.0152558656305429,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,65.0,70.0,,-0.0160517306751481,-0.0168021709667082,-0.0151932514614765,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,70.0,75.0,,-0.0160503395503824,-0.0169126418085621,-0.0151150437369772,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,75.0,80.0,,-0.0160927402325426,-0.0170895588222229,-0.0149309648688885,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,80.0,85.0,,-0.0160482828349686,-0.0172803082225988,-0.0147410740498274,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,85.0,90.0,,-0.0160474687668727,-0.0173824080673293,-0.0146464988782686,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,90.0,95.0,,-0.0160845489233788,-0.0176824241550128,-0.0141875711934405,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,95.0,100.0,,-0.0160353029485129,-0.0185063843993507,-0.0137373534906813,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,observed,0.0,5.0,5.0,-0.0322560002561658,,,0.0092230959784724
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,0.0,5.0,4420.0,-0.0260175090418476,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,observed,5.0,10.0,1112.0,-0.0256252517933553,,,0.0004954577076038
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,5.0,10.0,957.0,-0.0258017554753436,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,observed,10.0,15.0,5560.0,-0.0268391564857063,,,0.000199405321878
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,10.0,15.0,5210.0,-0.0268589731260715,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,observed,15.0,20.0,7683.0,-0.0276488793576156,,,0.0001634942184485
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,15.0,20.0,7422.0,-0.027515536252975,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,observed,20.0,25.0,8032.0,-0.0269880577740481,,,0.0001603673048524
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,20.0,25.0,7682.0,-0.0276976178078211,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,observed,25.0,30.0,7985.0,-0.0272756004756004,,,0.0001590109812437
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,25.0,30.0,7624.0,-0.0272186463820147,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,observed,30.0,35.0,8230.0,-0.0272627581914017,,,0.0001553336631277
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,30.0,35.0,7861.0,-0.027393050509679,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,observed,35.0,40.0,7801.0,-0.0272858402881009,,,0.0001593817760889
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,35.0,40.0,7413.0,-0.0274706650376612,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,observed,40.0,45.0,7230.0,-0.0273727468867853,,,0.000166923238168
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,40.0,45.0,6792.0,-0.0272137720654803,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,observed,45.0,50.0,6301.0,-0.0274007570236667,,,0.0001800696233982
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,45.0,50.0,6041.0,-0.0272977520270919,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,observed,50.0,55.0,5514.0,-0.0274397823486328,,,0.0001911099045737
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,50.0,55.0,5164.0,-0.0272745003793272,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,observed,55.0,60.0,4722.0,-0.0272922914025073,,,0.0002064512800252
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,55.0,60.0,4362.0,-0.0272717652828666,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,observed,60.0,65.0,3740.0,-0.0272664599116385,,,0.0002255401387536
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,60.0,65.0,3448.0,-0.0274188834159663,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,observed,65.0,70.0,2969.0,-0.0270504546774393,,,0.0002511173238758
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,65.0,70.0,2686.0,-0.0275186932256796,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,observed,70.0,75.0,2202.0,-0.0278772116582147,,,0.0002827979908542
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,70.0,75.0,2004.0,-0.0268728043999078,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,observed,75.0,80.0,1693.0,-0.0269631305550725,,,0.0003347486418977
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,75.0,80.0,1452.0,-0.0272279958662342,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,observed,80.0,85.0,1198.0,-0.0273522370926503,,,0.0004033037083578
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,80.0,85.0,1028.0,-0.027365554432708,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,observed,85.0,90.0,787.0,-0.02656928842022,,,0.000506659384282
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,85.0,90.0,735.0,-0.0274507891226478,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,observed,90.0,95.0,541.0,-0.027581792984002,,,0.0005696378790934
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,90.0,95.0,492.0,-0.0273408130125779,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,observed,95.0,100.0,406.0,-0.026235788149951,,,0.0006932374010385
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,matched_decoy_N2,95.0,100.0,918.0,-0.0273974400876908,,,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,0.0,5.0,,-0.0272443730799001,-0.0282516590930815,-0.0261839491666154,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,5.0,10.0,,-0.027254135820019,-0.0279537623640562,-0.0265132501633853,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,10.0,15.0,,-0.0272330087625052,-0.0277843408666897,-0.0266025667573528,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,15.0,20.0,,-0.0272435133254723,-0.0277904657356996,-0.0266834237644584,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,20.0,25.0,,-0.0272476220497463,-0.0277450112192144,-0.0267150105459801,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,25.0,30.0,,-0.0272339430518154,-0.0277140377825823,-0.0266417822989026,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,30.0,35.0,,-0.0272426835036134,-0.0277114850457801,-0.0267111353583331,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,35.0,40.0,,-0.0272411353132596,-0.0277389708298401,-0.0266666091728705,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,40.0,45.0,,-0.0272360667943224,-0.0277708072304531,-0.0266560616559616,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,45.0,50.0,,-0.027242058495876,-0.0277674490894997,-0.0266453181876936,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,50.0,55.0,,-0.0272395789939209,-0.0278125196844278,-0.0266569402122058,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,55.0,60.0,,-0.0272305733943537,-0.0278422420568413,-0.0266116576923989,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,60.0,65.0,,-0.0272294386825423,-0.0278712557756333,-0.0265414056064232,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,65.0,70.0,,-0.0272402006441659,-0.0279664164704155,-0.0264595206520452,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,70.0,75.0,,-0.027237577040371,-0.0279998978470365,-0.0264389719128913,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,75.0,80.0,,-0.0272765802994652,-0.0280576840977499,-0.0264161161715868,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,80.0,85.0,,-0.0272309339809406,-0.0281473807939446,-0.0262740623314118,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,85.0,90.0,,-0.0272363516069553,-0.0283343571955381,-0.0261874100218059,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,90.0,95.0,,-0.0272601736755527,-0.0283978801640216,-0.0260205303993239,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3,95.0,100.0,,-0.0272124531094399,-0.0280156389553474,-0.0260402650712681,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,0.0,5.0,,-0.0274236076837146,-0.0280395830087353,-0.0267710994145472,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,5.0,10.0,,-0.0256638029033481,-0.0270010789244218,-0.0241250217594481,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,10.0,15.0,,-0.0268612639407451,-0.0274371981658442,-0.0261806668530895,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,15.0,20.0,,-0.0273297844630435,-0.0278730826869435,-0.0267460010318807,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,20.0,25.0,,-0.0273522860275969,-0.0278455871525126,-0.0268248573513537,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,25.0,30.0,,-0.0272650516651373,-0.0277901485301463,-0.0266909361685415,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,30.0,35.0,,-0.0272164884939106,-0.0276821652888896,-0.0266417253527022,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,35.0,40.0,,-0.0272657083140361,-0.0277401006605099,-0.0267130499726382,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,40.0,45.0,,-0.027255236257871,-0.027774186991919,-0.0267000775427555,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,45.0,50.0,,-0.0272703062297867,-0.0277995245970972,-0.0267097851656522,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,50.0,55.0,,-0.0272705541869752,-0.0278303034989185,-0.0266777100721373,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,55.0,60.0,,-0.0272815884687824,-0.0278838961043195,-0.0266402702075411,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,60.0,65.0,,-0.0272621163400907,-0.0279290105792636,-0.026615018760839,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,65.0,70.0,,-0.0273097672816087,-0.0279104499354565,-0.0266230340732666,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,70.0,75.0,,-0.0272708870486228,-0.0280080916443688,-0.0264989901615669,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,75.0,80.0,,-0.0272356669596435,-0.0280567528603627,-0.0264334901348356,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,80.0,85.0,,-0.0272718160201733,-0.0281310790968465,-0.0263338335772401,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,85.0,90.0,,-0.0272751734779661,-0.0282636087958482,-0.0262630379300338,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,90.0,95.0,,-0.0273033888069697,-0.0284140181238131,-0.0261798014805944,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_snap,95.0,100.0,,-0.027186552609013,-0.0280515850142483,-0.0261081914683072,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,0.0,5.0,,-0.0272686985329647,-0.0281326624109034,-0.0263788359623984,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,5.0,10.0,,-0.0272451971690776,-0.0278256886865245,-0.026688700227977,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,10.0,15.0,,-0.0272484422379078,-0.0276781641522997,-0.0267663946269998,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,15.0,20.0,,-0.0272538692665888,-0.0276303926114417,-0.0268356938913504,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,20.0,25.0,,-0.0272565080414237,-0.0276347671181303,-0.0268758830502306,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,25.0,30.0,,-0.0272634256496997,-0.0276405312354637,-0.0268970401801744,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,30.0,35.0,,-0.0272703220107408,-0.0276513308946469,-0.0269401382992105,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,35.0,40.0,,-0.0272780035242237,-0.0276688731910572,-0.026863618588226,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,40.0,45.0,,-0.0272931905029748,-0.0276764119156604,-0.0268957931074444,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,45.0,50.0,,-0.0272847445233997,-0.0276644314983629,-0.0269037793721845,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,50.0,55.0,,-0.0273119575510297,-0.0277426475935929,-0.0268950296913388,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,55.0,60.0,,-0.0273045474727632,-0.0277485319605805,-0.0268599620192228,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,60.0,65.0,,-0.0273333414046333,-0.0278237174663996,-0.0268483939545862,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,65.0,70.0,,-0.0273347303268027,-0.0278916498258764,-0.0267749695030345,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,70.0,75.0,,-0.027329500782968,-0.0278989045218949,-0.0266932485322419,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,75.0,80.0,,-0.0272844335273326,-0.0279582543071984,-0.0265229184755534,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,80.0,85.0,,-0.0273040737596214,-0.028199029221761,-0.0264608787264112,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,85.0,90.0,,-0.027281836950416,-0.0282617036628923,-0.0262774214076219,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,90.0,95.0,,-0.0272681899502579,-0.0284700385489955,-0.0259696459802852,
2b,7435_liver_sham_Male_10-U1,Hepatocytes,tnfa_nfkb_proximal,null_N3_occ15,95.0,100.0,,-0.0268551734334061,-0.0283787712570594,-0.0249131786160898,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,0.0,5.0,58.0,0.0330255173080488,,,0.0030695997011143
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,0.0,5.0,1550.0,0.0314025677595618,,,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,5.0,10.0,1523.0,0.0325565856834487,,,0.0004747585299585
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,5.0,10.0,1418.0,0.0317414104363844,,,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,10.0,15.0,3763.0,0.0337740047869346,,,0.0002465009145406
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,10.0,15.0,3403.0,0.0337188510398491,,,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,15.0,20.0,4147.0,0.0334058644927052,,,0.0002415805397287
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,15.0,20.0,4006.0,0.0332156989346503,,,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,20.0,25.0,3904.0,0.0330442238779555,,,0.0002447604725247
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,20.0,25.0,3809.0,0.0329928485192251,,,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,25.0,30.0,3544.0,0.0327906518337506,,,0.000251235901142
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,25.0,30.0,3348.0,0.0332226045451015,,,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,30.0,35.0,3034.0,0.0330336915106122,,,0.0002690387205357
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,30.0,35.0,2837.0,0.0334301868171064,,,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,35.0,40.0,2386.0,0.0329696689005508,,,0.0003083440002972
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,35.0,40.0,2280.0,0.0334160219608348,,,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,40.0,45.0,1868.0,0.0328071734390526,,,0.0003381568462136
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,40.0,45.0,1779.0,0.0327949297603438,,,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,45.0,50.0,1290.0,0.0332971085356358,,,0.0003956346849708
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,45.0,50.0,1290.0,0.0327053022604242,,,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,50.0,55.0,1012.0,0.0325680731072676,,,0.0004574932415369
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,50.0,55.0,875.0,0.0324765600262409,,,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,55.0,60.0,670.0,0.0315667611719265,,,0.0005659416134527
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,55.0,60.0,631.0,0.0325557369626829,,,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,60.0,65.0,460.0,0.0318593260508192,,,0.0006240222645029
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,60.0,65.0,418.0,0.0331730382961475,,,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,65.0,70.0,301.0,0.0313838870460678,,,0.000812817956936
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,65.0,70.0,320.0,0.0317457500181262,,,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,70.0,75.0,209.0,0.0314041147717056,,,0.0009925765216348
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,70.0,75.0,198.0,0.0326279798605493,,,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,75.0,80.0,131.0,0.0308536642447881,,,0.0011966241992123
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,75.0,80.0,115.0,0.0314543479041236,,,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,80.0,85.0,94.0,0.02924287243018,,,0.0015264208804822
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,80.0,85.0,101.0,0.0309804950859213,,,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,85.0,90.0,44.0,0.030719545437023,,,0.0017793629538174
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,85.0,90.0,51.0,0.0335496076857488,,,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,90.0,95.0,49.0,0.0253197958939993,,,0.0019501404459623
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,90.0,95.0,34.0,0.0296858822762527,,,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,observed,95.0,100.0,42.0,0.0292616666161588,,,0.0016358952778522
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,95.0,100.0,66.0,0.0301383333457069,,,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,0.0,5.0,,0.0329599825264574,0.0314653304981903,0.0344582492892231,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,5.0,10.0,,0.0329813651288379,0.0319204499122611,0.0340982552413422,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,10.0,15.0,,0.0329894826856427,0.0320965462455677,0.0339913352779346,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,15.0,20.0,,0.0329842186836704,0.0321283978418336,0.0339649982726928,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,20.0,25.0,,0.0329946564055915,0.0321055517360022,0.0339540034027607,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,25.0,30.0,,0.0329817572154738,0.0321714981081891,0.0340453751044954,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,30.0,35.0,,0.0329794139830387,0.0320964066454042,0.034019693794267,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,35.0,40.0,,0.0330019769631079,0.0320217234099155,0.0340623851888563,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,40.0,45.0,,0.0330090263931255,0.0319139155194482,0.0341092830534767,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,45.0,50.0,,0.0330080471817199,0.031834132187886,0.0341603097493717,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,50.0,55.0,,0.0330136479440791,0.031753588533584,0.0343114329212208,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,55.0,60.0,,0.033046379132963,0.0316163958053376,0.0345979064891527,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,60.0,65.0,,0.0329723963373467,0.031500837462972,0.034613150324679,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,65.0,70.0,,0.0329655366239222,0.0312618802608491,0.0346938709893906,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,70.0,75.0,,0.0329852541685049,0.0309712053353589,0.035025011887534,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,75.0,80.0,,0.0330415611334776,0.0308198602301356,0.035419994709754,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,80.0,85.0,,0.033020438220951,0.030576137521847,0.0355064082655857,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,85.0,90.0,,0.0329974003101507,0.0303170804019792,0.0357961757829156,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,90.0,95.0,,0.033024582342511,0.0302747098675154,0.0359496803303925,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,95.0,100.0,,0.03297306839196,0.0305089650702447,0.0344740046492721,
2b,7259_liver_sbr_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,0.0,5.0,,0.032875875865356,0.0319395239955007,0.033906000342797,
