panel,section,celltype,module,series,bin_lo,bin_hi,n,value,lo,hi,sem
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3,10.0,15.0,,0.0069574566427238,0.0058529137304277,0.0080168697543032,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3,15.0,20.0,,0.0069579153862816,0.0060003132752699,0.0080140778719746,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3,20.0,25.0,,0.0069580523077324,0.0060948573747663,0.007899621147301,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3,25.0,30.0,,0.0069651997438887,0.0061241643433485,0.0079636681772244,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3,30.0,35.0,,0.0069535781298713,0.0060948018602469,0.0079125702402805,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3,35.0,40.0,,0.0069558532761615,0.0060845602609784,0.0078576673338868,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3,40.0,45.0,,0.0069595205630255,0.0061046917836707,0.0079632151658556,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3,45.0,50.0,,0.0069586820143037,0.0061230200142834,0.0079149245166996,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3,50.0,55.0,,0.0069622150371069,0.0061551154592439,0.0078915075496252,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3,55.0,60.0,,0.0069705442072449,0.0060752280218804,0.0078997263777212,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3,60.0,65.0,,0.0069625640570631,0.0060371867945505,0.0079739841915436,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3,65.0,70.0,,0.0069681383350871,0.0058760398174212,0.008061239590931,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3,70.0,75.0,,0.0069553832616336,0.0057855181918931,0.0082277070459569,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3,75.0,80.0,,0.0069480872730059,0.0058063478580583,0.0082214528005892,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3,80.0,85.0,,0.0069797073092311,0.0056472724068447,0.0084002871473115,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3,85.0,90.0,,0.0069475521563895,0.0055236002033947,0.008443368562804,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3,90.0,95.0,,0.0069818776980478,0.0051084136947396,0.0086318151100769,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3,95.0,100.0,,0.0068881033240728,0.0044698154082568,0.008094817225395,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_snap,0.0,5.0,,0.0061238503857213,0.0052404282702041,0.0071351745928143,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_snap,5.0,10.0,,0.0093941870653909,0.0068617834700351,0.0120052121188018,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_snap,10.0,15.0,,0.0076319061695887,0.006561259061674,0.0087695406980105,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_snap,15.0,20.0,,0.0071610457629954,0.0063158153522642,0.0081485872273055,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_snap,20.0,25.0,,0.0069676221740862,0.0060836572172421,0.0079535824191637,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_snap,25.0,30.0,,0.006909540022337,0.006047099779818,0.0079044335557678,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_snap,30.0,35.0,,0.0070360349372024,0.0062226710701469,0.0079780955743143,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_snap,35.0,40.0,,0.006898587157519,0.0060152098080049,0.0078805778706601,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_snap,40.0,45.0,,0.0069364491913701,0.0061294284253837,0.0079079405177364,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_snap,45.0,50.0,,0.0069494323786186,0.0061067044644489,0.0079185334112247,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_snap,50.0,55.0,,0.0069320291086211,0.0060085805616011,0.007844092846919,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_snap,55.0,60.0,,0.0068084017566068,0.0058553273388426,0.0077777720541329,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_snap,60.0,65.0,,0.0068884969800404,0.0059524932206506,0.0079051646932528,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_snap,65.0,70.0,,0.0069477798897561,0.0059089908098626,0.0081111356576213,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_snap,70.0,75.0,,0.0069032059023229,0.005843624336601,0.0081081220336193,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_snap,75.0,80.0,,0.0069321447357045,0.0056743894921666,0.0080535603329772,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_snap,80.0,85.0,,0.0069489202406083,0.0055870869610106,0.008283177359916,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_snap,85.0,90.0,,0.006930460668944,0.0052898323758273,0.0084864904815989,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_snap,90.0,95.0,,0.0069924724475711,0.0050937815621652,0.0087642128447641,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_snap,95.0,100.0,,0.0069036918139584,0.0044758076777763,0.0081472913340786,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_occ15,0.0,5.0,,0.0075413170437519,0.0059555910497416,0.0094663420641379,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_occ15,5.0,10.0,,0.0074241537226245,0.0064893352322677,0.0084977789543639,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_occ15,10.0,15.0,,0.007375213330039,0.006580801352169,0.0083253632473708,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_occ15,15.0,20.0,,0.0074700792731806,0.0068340933719242,0.0082549367480913,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_occ15,20.0,25.0,,0.0073973451051541,0.0067010872824253,0.0082135364006097,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_occ15,25.0,30.0,,0.0073006225235696,0.0067995013927067,0.0078998415992667,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_occ15,30.0,35.0,,0.0072812197383092,0.0067911338481618,0.0078228434836353,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_occ15,35.0,40.0,,0.0072313838021772,0.0066157955849,0.0077966617052669,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_occ15,40.0,45.0,,0.0071417993825856,0.0065797598205462,0.0076072282104809,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_occ15,45.0,50.0,,0.0070242854546588,0.0063984286496189,0.0076103145505114,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_occ15,50.0,55.0,,0.0069850944227879,0.0063006598546902,0.0078305980917716,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_occ15,55.0,60.0,,0.0068538873055295,0.0061250162286912,0.0076181328797796,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_occ15,60.0,65.0,,0.0067283315377974,0.005888346742971,0.0074535314801479,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_occ15,65.0,70.0,,0.0066131788202447,0.0056591756497952,0.0074531597415206,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_occ15,70.0,75.0,,0.0064689823601997,0.0056339319727149,0.0073920876838351,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_occ15,75.0,80.0,,0.0062786881685215,0.0046824515706377,0.0072383547541113,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_occ15,80.0,85.0,,0.0060353429814458,0.0046534461090819,0.0074061868850818,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_occ15,85.0,90.0,,0.0058402451246757,0.0040494235334536,0.007459150173012,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_occ15,90.0,95.0,,0.0057721274957688,0.003872833337482,0.007303869491655,
2b,7001_liver_sham_Male_52-U1,Hepatocytes,secondary_senescence,null_N3_occ15,95.0,100.0,,0.0049170936639117,0.0027515613312156,0.007363451636185,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,observed,0.0,5.0,23.0,0.0220708697148517,,,0.0050130963215508
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,0.0,5.0,5365.0,0.0209281509788549,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,observed,5.0,10.0,2570.0,0.021816233501944,,,0.0004148438270419
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,5.0,10.0,2123.0,0.0212826142199374,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,observed,10.0,15.0,8993.0,0.0219266151478952,,,0.000188340387033
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,10.0,15.0,8033.0,0.0214926416041345,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,observed,15.0,20.0,10307.0,0.0216945173322648,,,0.0001703592404867
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,15.0,20.0,9727.0,0.0215750765982861,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,observed,20.0,25.0,10450.0,0.02193238757225,,,0.000169972622304
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,20.0,25.0,10002.0,0.0218228044423542,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,observed,25.0,30.0,10491.0,0.0217707444429989,,,0.0001695310310098
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,25.0,30.0,9853.0,0.0222074424063616,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,observed,30.0,35.0,10072.0,0.0218996048445511,,,0.0001672024275008
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,30.0,35.0,9460.0,0.0221301025427453,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,observed,35.0,40.0,9257.0,0.0219627136130052,,,0.0001750387903298
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,35.0,40.0,9032.0,0.0218775874665104,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,observed,40.0,45.0,8134.0,0.0221745463444616,,,0.0001903443110065
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,40.0,45.0,7823.0,0.0222133593258695,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,observed,45.0,50.0,6852.0,0.0220997008231198,,,0.0002018410504295
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,45.0,50.0,6648.0,0.0219659506667187,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,observed,50.0,55.0,5751.0,0.0220147939433423,,,0.0002182674022656
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,50.0,55.0,5468.0,0.0222835204956466,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,observed,55.0,60.0,4697.0,0.0222722354829134,,,0.0002430070590868
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,55.0,60.0,4405.0,0.0224517139666978,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,observed,60.0,65.0,3636.0,0.0221934983509606,,,0.0002700496082168
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,60.0,65.0,3409.0,0.0224847139914518,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,observed,65.0,70.0,2953.0,0.0226382797081108,,,0.0003006187065984
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,65.0,70.0,2672.0,0.0226487724621933,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,observed,70.0,75.0,2193.0,0.0223676698582145,,,0.0003540719704142
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,70.0,75.0,1965.0,0.0232677862648758,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,observed,75.0,80.0,1654.0,0.0220194739907655,,,0.0004118676148885
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,75.0,80.0,1597.0,0.0228264370512053,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,observed,80.0,85.0,1279.0,0.0222537295078291,,,0.0004636806662083
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,80.0,85.0,1177.0,0.0225551316745303,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,observed,85.0,90.0,898.0,0.0223501670160899,,,0.0005371007324269
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,85.0,90.0,833.0,0.0224763505202175,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,observed,90.0,95.0,604.0,0.0213907781370901,,,0.0006764008041006
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,90.0,95.0,526.0,0.0236456083698215,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,observed,95.0,100.0,510.0,0.0253734705895505,,,0.0007515462581721
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,95.0,100.0,1206.0,0.0229351990057594,,,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,0.0,5.0,,0.0220098861743536,0.0208917362908191,0.0230587691562161,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,5.0,10.0,,0.0220025210096207,0.0213268483134617,0.0226983220746883,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,10.0,15.0,,0.0220116625852417,0.021421763385548,0.0226037465496256,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,15.0,20.0,,0.0220139908295435,0.0214411935943562,0.0225917519304233,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,20.0,25.0,,0.0220081319387105,0.0214950120394481,0.0225486145266362,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,25.0,30.0,,0.0220148365214406,0.0215204622213411,0.0225527595043316,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,30.0,35.0,,0.0220062851884887,0.021531625698844,0.0224661802326507,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,35.0,40.0,,0.0219996248663812,0.0215728238293084,0.0224668431748631,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,40.0,45.0,,0.0220078854920155,0.0215483214619397,0.0224526951593628,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,45.0,50.0,,0.0220031876560373,0.0215239144672711,0.0224682387320559,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,50.0,55.0,,0.0220133553269535,0.0214963000685018,0.0225456255193025,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,55.0,60.0,,0.0220066769091307,0.0214541397369872,0.0225902301063338,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,60.0,65.0,,0.0220079949876125,0.0213921895694126,0.0226692267235052,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,65.0,70.0,,0.021984230797838,0.021332925129258,0.0226770765145496,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,70.0,75.0,,0.0219820556719408,0.0211932871962634,0.02276494588571,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,75.0,80.0,,0.0220090788131605,0.0211557963969716,0.022814613387962,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,80.0,85.0,,0.0220051737091285,0.0210984751479924,0.0229567327922802,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,85.0,90.0,,0.0220110702023847,0.0209432855994911,0.0230062121279647,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,90.0,95.0,,0.0219910298013695,0.0208131331259579,0.0230849649028174,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3,95.0,100.0,,0.0219759450570313,0.0203525838128464,0.0231300498480829,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,0.0,5.0,,0.022166599250368,0.0215441881043844,0.0228211561319387,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,5.0,10.0,,0.0219467212110964,0.020580301854958,0.023295319934308,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,10.0,15.0,,0.0220563918271793,0.0214467857994497,0.0226813569503597,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,15.0,20.0,,0.021961924701396,0.0214728377481685,0.0225124118265201,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,20.0,25.0,,0.0219532944909609,0.0214564815039789,0.0224824075459635,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,25.0,30.0,,0.0219842188200222,0.0215243712678795,0.0224957001879594,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,30.0,35.0,,0.0219903551886503,0.0215344488384921,0.0224955073053564,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,35.0,40.0,,0.0219495170638969,0.0215186666889912,0.0223893159628478,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,40.0,45.0,,0.0219786920547422,0.0215188063679605,0.0224238438920474,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,45.0,50.0,,0.0220056171622751,0.0215276718648083,0.0224847592575005,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,50.0,55.0,,0.0220293865894647,0.0215030743786609,0.0225788999333216,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,55.0,60.0,,0.021993624183406,0.0214167556417115,0.0225793520770096,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,60.0,65.0,,0.0220335765834886,0.021390406112269,0.0226687889575452,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,65.0,70.0,,0.0220512442704808,0.0213672127748593,0.022781526367833,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,70.0,75.0,,0.0220887762236705,0.0212882371557684,0.0229051572972895,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,75.0,80.0,,0.0220322205338506,0.0211669471160261,0.0228891930213537,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,80.0,85.0,,0.0220117752418707,0.0209951237891197,0.0229501123667934,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,85.0,90.0,,0.0220620241404817,0.0209766853671612,0.0231039239292096,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,90.0,95.0,,0.0220224810277063,0.0208694245574285,0.0230606732253666,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_snap,95.0,100.0,,0.0219915820856803,0.0202551417869052,0.0231710286547005,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,0.0,5.0,,0.0220310524236593,0.0211565250949144,0.0229203221508892,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,5.0,10.0,,0.0220016967640774,0.0214377792266594,0.0224944171834247,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,10.0,15.0,,0.022010544038581,0.0215629218022122,0.0224739872177617,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,15.0,20.0,,0.0220269278623321,0.0216180189992172,0.0224163502863635,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,20.0,25.0,,0.0220382597671474,0.0216862134884596,0.022400953444803,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,25.0,30.0,,0.0220393620681294,0.0216470794073611,0.0224151189901172,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,30.0,35.0,,0.0220312586088493,0.0217105809630199,0.0224180378938346,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,35.0,40.0,,0.0220658919978238,0.0216749574429763,0.0224381118646383,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,40.0,45.0,,0.022033038915708,0.0216720557906202,0.0224456287353538,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,45.0,50.0,,0.0220497663170965,0.02164036292052,0.0224460103301015,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,50.0,55.0,,0.0220518367092633,0.0215586522015076,0.0225974915421991,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,55.0,60.0,,0.0220327494753575,0.0215408744407047,0.022517950168716,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,60.0,65.0,,0.0220205525324405,0.0214421552237746,0.0225683963291639,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,65.0,70.0,,0.0219704807820735,0.0213036938322454,0.0226616746833731,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,70.0,75.0,,0.0219200311794603,0.0212143984962777,0.022642606721871,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,75.0,80.0,,0.0218940158738905,0.0211348440692566,0.0226617192583356,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,80.0,85.0,,0.0218526255778186,0.020874892946098,0.0227581019583986,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,85.0,90.0,,0.0218333358259527,0.0208550242376567,0.0228788298039734,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,90.0,95.0,,0.0218435344537511,0.0206934621589046,0.0230670773621972,
2b,7248_liver_sham_Male_26-U1,Hepatocytes,secondary_senescence,null_N3_occ15,95.0,100.0,,0.0218280263104868,0.0202665992591478,0.0231648054241865,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,observed,0.0,5.0,13.0,0.0411746153034842,,,0.0168177313436683
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,0.0,5.0,3721.0,0.0152798710048278,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,observed,5.0,10.0,1825.0,0.0152554465818086,,,0.000443325204173
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,5.0,10.0,1639.0,0.0148640329554938,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,observed,10.0,15.0,6005.0,0.0158434404663628,,,0.0002200415452536
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,10.0,15.0,5583.0,0.0153230413810161,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,observed,15.0,20.0,7150.0,0.0153302517446046,,,0.0001963680679951
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,15.0,20.0,6968.0,0.0153920881097131,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,observed,20.0,25.0,7397.0,0.0155856103873698,,,0.000196408805616
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,20.0,25.0,7011.0,0.0150394751120679,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,observed,25.0,30.0,7617.0,0.0154701641157337,,,0.0001902923229516
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,25.0,30.0,7071.0,0.015399004395868,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,observed,30.0,35.0,7507.0,0.0152053296881274,,,0.000192988981616
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,30.0,35.0,7115.0,0.01538964722603,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,observed,35.0,40.0,6857.0,0.0151660449242733,,,0.0002016740543108
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,35.0,40.0,6693.0,0.015463487223938,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,observed,40.0,45.0,5933.0,0.0152420394499069,,,0.0002135458202563
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,40.0,45.0,5566.0,0.0153042885340791,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,observed,45.0,50.0,5007.0,0.0156377052145991,,,0.000225037046836
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,45.0,50.0,4776.0,0.0151789154194483,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,observed,50.0,55.0,4080.0,0.0149799583286298,,,0.0002551217254864
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,matched_decoy_N2,50.0,55.0,3821.0,0.0158241978512002,,,
2b,7352_liver_sham_Male_2-U1,Hepatocytes,secondary_senescence,observed,55.0,60.0,3175.0,0.0155476661480314,,,0.0002838963364144
