gene_name,gene_id,feature_type,id_class
NegControlCodeword_19120,NegControlCodeword_19120,Gene Expression,NegControlCodeword
NegControlCodeword_19121,NegControlCodeword_19121,Gene Expression,NegControlCodeword
NegControlCodeword_19122,NegControlCodeword_19122,Gene Expression,NegControlCodeword
NegControlCodeword_19123,NegControlCodeword_19123,Gene Expression,NegControlCodeword
NegControlCodeword_19124,NegControlCodeword_19124,Gene Expression,NegControlCodeword
NegControlCodeword_19125,NegControlCodeword_19125,Gene Expression,NegControlCodeword
NegControlCodeword_19126,NegControlCodeword_19126,Gene Expression,NegControlCodeword
NegControlCodeword_19127,NegControlCodeword_19127,Gene Expression,NegControlCodeword
NegControlCodeword_19128,NegControlCodeword_19128,Gene Expression,NegControlCodeword
NegControlCodeword_19129,NegControlCodeword_19129,Gene Expression,NegControlCodeword
NegControlCodeword_19130,NegControlCodeword_19130,Gene Expression,NegControlCodeword
NegControlCodeword_19131,NegControlCodeword_19131,Gene Expression,NegControlCodeword
NegControlCodeword_19132,NegControlCodeword_19132,Gene Expression,NegControlCodeword
NegControlCodeword_19133,NegControlCodeword_19133,Gene Expression,NegControlCodeword
NegControlCodeword_19134,NegControlCodeword_19134,Gene Expression,NegControlCodeword
NegControlCodeword_19135,NegControlCodeword_19135,Gene Expression,NegControlCodeword
NegControlCodeword_19136,NegControlCodeword_19136,Gene Expression,NegControlCodeword
NegControlCodeword_19137,NegControlCodeword_19137,Gene Expression,NegControlCodeword
NegControlCodeword_19138,NegControlCodeword_19138,Gene Expression,NegControlCodeword
NegControlCodeword_19139,NegControlCodeword_19139,Gene Expression,NegControlCodeword
NegControlCodeword_19140,NegControlCodeword_19140,Gene Expression,NegControlCodeword
NegControlCodeword_19141,NegControlCodeword_19141,Gene Expression,NegControlCodeword
NegControlCodeword_19142,NegControlCodeword_19142,Gene Expression,NegControlCodeword
NegControlCodeword_19143,NegControlCodeword_19143,Gene Expression,NegControlCodeword
NegControlCodeword_19144,NegControlCodeword_19144,Gene Expression,NegControlCodeword
NegControlCodeword_19145,NegControlCodeword_19145,Gene Expression,NegControlCodeword
NegControlCodeword_19146,NegControlCodeword_19146,Gene Expression,NegControlCodeword
NegControlCodeword_19147,NegControlCodeword_19147,Gene Expression,NegControlCodeword
NegControlCodeword_19148,NegControlCodeword_19148,Gene Expression,NegControlCodeword
NegControlCodeword_19149,NegControlCodeword_19149,Gene Expression,NegControlCodeword
NegControlCodeword_19150,NegControlCodeword_19150,Gene Expression,NegControlCodeword
NegControlCodeword_19151,NegControlCodeword_19151,Gene Expression,NegControlCodeword
NegControlCodeword_19152,NegControlCodeword_19152,Gene Expression,NegControlCodeword
NegControlCodeword_19153,NegControlCodeword_19153,Gene Expression,NegControlCodeword
NegControlCodeword_19154,NegControlCodeword_19154,Gene Expression,NegControlCodeword
NegControlCodeword_19155,NegControlCodeword_19155,Gene Expression,NegControlCodeword
NegControlCodeword_19156,NegControlCodeword_19156,Gene Expression,NegControlCodeword
NegControlCodeword_19157,NegControlCodeword_19157,Gene Expression,NegControlCodeword
NegControlCodeword_19158,NegControlCodeword_19158,Gene Expression,NegControlCodeword
NegControlCodeword_19159,NegControlCodeword_19159,Gene Expression,NegControlCodeword
NegControlCodeword_19160,NegControlCodeword_19160,Gene Expression,NegControlCodeword
NegControlCodeword_19161,NegControlCodeword_19161,Gene Expression,NegControlCodeword
NegControlCodeword_19162,NegControlCodeword_19162,Gene Expression,NegControlCodeword
NegControlCodeword_19163,NegControlCodeword_19163,Gene Expression,NegControlCodeword
NegControlCodeword_19164,NegControlCodeword_19164,Gene Expression,NegControlCodeword
NegControlCodeword_19165,NegControlCodeword_19165,Gene Expression,NegControlCodeword
NegControlCodeword_19166,NegControlCodeword_19166,Gene Expression,NegControlCodeword
NegControlCodeword_19167,NegControlCodeword_19167,Gene Expression,NegControlCodeword
NegControlCodeword_19168,NegControlCodeword_19168,Gene Expression,NegControlCodeword
NegControlCodeword_19169,NegControlCodeword_19169,Gene Expression,NegControlCodeword
NegControlCodeword_19170,NegControlCodeword_19170,Gene Expression,NegControlCodeword
NegControlCodeword_19171,NegControlCodeword_19171,Gene Expression,NegControlCodeword
NegControlCodeword_19172,NegControlCodeword_19172,Gene Expression,NegControlCodeword
NegControlCodeword_19173,NegControlCodeword_19173,Gene Expression,NegControlCodeword
NegControlCodeword_19174,NegControlCodeword_19174,Gene Expression,NegControlCodeword
NegControlCodeword_19175,NegControlCodeword_19175,Gene Expression,NegControlCodeword
NegControlCodeword_19176,NegControlCodeword_19176,Gene Expression,NegControlCodeword
NegControlCodeword_19177,NegControlCodeword_19177,Gene Expression,NegControlCodeword
NegControlCodeword_19178,NegControlCodeword_19178,Gene Expression,NegControlCodeword
NegControlCodeword_19179,NegControlCodeword_19179,Gene Expression,NegControlCodeword
NegControlCodeword_19180,NegControlCodeword_19180,Gene Expression,NegControlCodeword
NegControlCodeword_19181,NegControlCodeword_19181,Gene Expression,NegControlCodeword
NegControlCodeword_19182,NegControlCodeword_19182,Gene Expression,NegControlCodeword
NegControlCodeword_19183,NegControlCodeword_19183,Gene Expression,NegControlCodeword
NegControlCodeword_19184,NegControlCodeword_19184,Gene Expression,NegControlCodeword
NegControlCodeword_19185,NegControlCodeword_19185,Gene Expression,NegControlCodeword
NegControlCodeword_19186,NegControlCodeword_19186,Gene Expression,NegControlCodeword
NegControlCodeword_19187,NegControlCodeword_19187,Gene Expression,NegControlCodeword
NegControlCodeword_19188,NegControlCodeword_19188,Gene Expression,NegControlCodeword
NegControlCodeword_19189,NegControlCodeword_19189,Gene Expression,NegControlCodeword
NegControlCodeword_19190,NegControlCodeword_19190,Gene Expression,NegControlCodeword
NegControlCodeword_19191,NegControlCodeword_19191,Gene Expression,NegControlCodeword
NegControlCodeword_19192,NegControlCodeword_19192,Gene Expression,NegControlCodeword
NegControlCodeword_19193,NegControlCodeword_19193,Gene Expression,NegControlCodeword
NegControlCodeword_19194,NegControlCodeword_19194,Gene Expression,NegControlCodeword
NegControlCodeword_19195,NegControlCodeword_19195,Gene Expression,NegControlCodeword
NegControlCodeword_19196,NegControlCodeword_19196,Gene Expression,NegControlCodeword
NegControlCodeword_19197,NegControlCodeword_19197,Gene Expression,NegControlCodeword
NegControlCodeword_19198,NegControlCodeword_19198,Gene Expression,NegControlCodeword
NegControlCodeword_19199,NegControlCodeword_19199,Gene Expression,NegControlCodeword
NegControlCodeword_19200,NegControlCodeword_19200,Gene Expression,NegControlCodeword
NegControlCodeword_19201,NegControlCodeword_19201,Gene Expression,NegControlCodeword
NegControlCodeword_19202,NegControlCodeword_19202,Gene Expression,NegControlCodeword
NegControlCodeword_19203,NegControlCodeword_19203,Gene Expression,NegControlCodeword
NegControlCodeword_19204,NegControlCodeword_19204,Gene Expression,NegControlCodeword
NegControlCodeword_19205,NegControlCodeword_19205,Gene Expression,NegControlCodeword
NegControlCodeword_19206,NegControlCodeword_19206,Gene Expression,NegControlCodeword
NegControlCodeword_19207,NegControlCodeword_19207,Gene Expression,NegControlCodeword
NegControlCodeword_19208,NegControlCodeword_19208,Gene Expression,NegControlCodeword
NegControlCodeword_19209,NegControlCodeword_19209,Gene Expression,NegControlCodeword
NegControlCodeword_19210,NegControlCodeword_19210,Gene Expression,NegControlCodeword
NegControlCodeword_19211,NegControlCodeword_19211,Gene Expression,NegControlCodeword
NegControlCodeword_19212,NegControlCodeword_19212,Gene Expression,NegControlCodeword
NegControlCodeword_19213,NegControlCodeword_19213,Gene Expression,NegControlCodeword
NegControlCodeword_19214,NegControlCodeword_19214,Gene Expression,NegControlCodeword
NegControlCodeword_19215,NegControlCodeword_19215,Gene Expression,NegControlCodeword
NegControlCodeword_19216,NegControlCodeword_19216,Gene Expression,NegControlCodeword
NegControlCodeword_19217,NegControlCodeword_19217,Gene Expression,NegControlCodeword
NegControlCodeword_19218,NegControlCodeword_19218,Gene Expression,NegControlCodeword
NegControlCodeword_19219,NegControlCodeword_19219,Gene Expression,NegControlCodeword
NegControlCodeword_19220,NegControlCodeword_19220,Gene Expression,NegControlCodeword
NegControlCodeword_19221,NegControlCodeword_19221,Gene Expression,NegControlCodeword
NegControlCodeword_19222,NegControlCodeword_19222,Gene Expression,NegControlCodeword
NegControlCodeword_19223,NegControlCodeword_19223,Gene Expression,NegControlCodeword
NegControlCodeword_19224,NegControlCodeword_19224,Gene Expression,NegControlCodeword
NegControlCodeword_19225,NegControlCodeword_19225,Gene Expression,NegControlCodeword
NegControlCodeword_19226,NegControlCodeword_19226,Gene Expression,NegControlCodeword
NegControlCodeword_19227,NegControlCodeword_19227,Gene Expression,NegControlCodeword
NegControlCodeword_19228,NegControlCodeword_19228,Gene Expression,NegControlCodeword
NegControlCodeword_19229,NegControlCodeword_19229,Gene Expression,NegControlCodeword
NegControlCodeword_19230,NegControlCodeword_19230,Gene Expression,NegControlCodeword
NegControlCodeword_19231,NegControlCodeword_19231,Gene Expression,NegControlCodeword
NegControlCodeword_19232,NegControlCodeword_19232,Gene Expression,NegControlCodeword
NegControlCodeword_19233,NegControlCodeword_19233,Gene Expression,NegControlCodeword
NegControlCodeword_19234,NegControlCodeword_19234,Gene Expression,NegControlCodeword
NegControlCodeword_19235,NegControlCodeword_19235,Gene Expression,NegControlCodeword
NegControlCodeword_19236,NegControlCodeword_19236,Gene Expression,NegControlCodeword
NegControlCodeword_19237,NegControlCodeword_19237,Gene Expression,NegControlCodeword
NegControlCodeword_19238,NegControlCodeword_19238,Gene Expression,NegControlCodeword
NegControlCodeword_19239,NegControlCodeword_19239,Gene Expression,NegControlCodeword
NegControlCodeword_19240,NegControlCodeword_19240,Gene Expression,NegControlCodeword
NegControlCodeword_19241,NegControlCodeword_19241,Gene Expression,NegControlCodeword
NegControlCodeword_19242,NegControlCodeword_19242,Gene Expression,NegControlCodeword
NegControlCodeword_19243,NegControlCodeword_19243,Gene Expression,NegControlCodeword
NegControlCodeword_19244,NegControlCodeword_19244,Gene Expression,NegControlCodeword
NegControlCodeword_19245,NegControlCodeword_19245,Gene Expression,NegControlCodeword
NegControlCodeword_19246,NegControlCodeword_19246,Gene Expression,NegControlCodeword
NegControlCodeword_19247,NegControlCodeword_19247,Gene Expression,NegControlCodeword
NegControlCodeword_19248,NegControlCodeword_19248,Gene Expression,NegControlCodeword
NegControlCodeword_19249,NegControlCodeword_19249,Gene Expression,NegControlCodeword
NegControlCodeword_19250,NegControlCodeword_19250,Gene Expression,NegControlCodeword
NegControlCodeword_19251,NegControlCodeword_19251,Gene Expression,NegControlCodeword
NegControlCodeword_19252,NegControlCodeword_19252,Gene Expression,NegControlCodeword
NegControlCodeword_19253,NegControlCodeword_19253,Gene Expression,NegControlCodeword
NegControlCodeword_19254,NegControlCodeword_19254,Gene Expression,NegControlCodeword
NegControlCodeword_19255,NegControlCodeword_19255,Gene Expression,NegControlCodeword
NegControlCodeword_19256,NegControlCodeword_19256,Gene Expression,NegControlCodeword
NegControlCodeword_19257,NegControlCodeword_19257,Gene Expression,NegControlCodeword
NegControlCodeword_19258,NegControlCodeword_19258,Gene Expression,NegControlCodeword
NegControlProbe_00002,NegControlProbe_00002,Gene Expression,NegControlProbe
NegControlProbe_00003,NegControlProbe_00003,Gene Expression,NegControlProbe
NegControlProbe_00004,NegControlProbe_00004,Gene Expression,NegControlProbe
NegControlProbe_00009,NegControlProbe_00009,Gene Expression,NegControlProbe
NegControlProbe_00012,NegControlProbe_00012,Gene Expression,NegControlProbe
NegControlProbe_00013,NegControlProbe_00013,Gene Expression,NegControlProbe
NegControlProbe_00014,NegControlProbe_00014,Gene Expression,NegControlProbe
NegControlProbe_00016,NegControlProbe_00016,Gene Expression,NegControlProbe
NegControlProbe_00017,NegControlProbe_00017,Gene Expression,NegControlProbe
NegControlProbe_00019,NegControlProbe_00019,Gene Expression,NegControlProbe
NegControlProbe_00022,NegControlProbe_00022,Gene Expression,NegControlProbe
NegControlProbe_00024,NegControlProbe_00024,Gene Expression,NegControlProbe
NegControlProbe_00025,NegControlProbe_00025,Gene Expression,NegControlProbe
NegControlProbe_00028,NegControlProbe_00028,Gene Expression,NegControlProbe
NegControlProbe_00031,NegControlProbe_00031,Gene Expression,NegControlProbe
NegControlProbe_00033,NegControlProbe_00033,Gene Expression,NegControlProbe
NegControlProbe_00034,NegControlProbe_00034,Gene Expression,NegControlProbe
NegControlProbe_00035,NegControlProbe_00035,Gene Expression,NegControlProbe
NegControlProbe_00039,NegControlProbe_00039,Gene Expression,NegControlProbe
NegControlProbe_00040,NegControlProbe_00040,Gene Expression,NegControlProbe
NegControlProbe_00041,NegControlProbe_00041,Gene Expression,NegControlProbe
NegControlProbe_00042,NegControlProbe_00042,Gene Expression,NegControlProbe
NegControlProbe_00043,NegControlProbe_00043,Gene Expression,NegControlProbe
NegControlProbe_00044,NegControlProbe_00044,Gene Expression,NegControlProbe
NegControlProbe_00046,NegControlProbe_00046,Gene Expression,NegControlProbe
NegControlProbe_00048,NegControlProbe_00048,Gene Expression,NegControlProbe
NegControlProbe_00051,NegControlProbe_00051,Gene Expression,NegControlProbe
NegControlProbe_00053,NegControlProbe_00053,Gene Expression,NegControlProbe
NegControlProbe_00054,NegControlProbe_00054,Gene Expression,NegControlProbe
NegControlProbe_00057,NegControlProbe_00057,Gene Expression,NegControlProbe
NegControlProbe_00058,NegControlProbe_00058,Gene Expression,NegControlProbe
NegControlProbe_00059,NegControlProbe_00059,Gene Expression,NegControlProbe
NegControlProbe_00060,NegControlProbe_00060,Gene Expression,NegControlProbe
NegControlProbe_00061,NegControlProbe_00061,Gene Expression,NegControlProbe
NegControlProbe_00062,NegControlProbe_00062,Gene Expression,NegControlProbe
NegControlProbe_00067,NegControlProbe_00067,Gene Expression,NegControlProbe
NegControlProbe_00069,NegControlProbe_00069,Gene Expression,NegControlProbe
NegControlProbe_00071,NegControlProbe_00071,Gene Expression,NegControlProbe
NegControlProbe_00073,NegControlProbe_00073,Gene Expression,NegControlProbe
NegControlProbe_00074,NegControlProbe_00074,Gene Expression,NegControlProbe
OAS1,ENSG00000089127,Gene Expression,ENSG
OAS3,ENSG00000111331,Gene Expression,ENSG
OBP2A,ENSG00000122136,Gene Expression,ENSG
OCLN,ENSG00000197822,Gene Expression,ENSG
OCM2,ENSG00000135175,Gene Expression,ENSG
OCRL,ENSG00000122126,Gene Expression,ENSG
ODF2L,ENSG00000122417,Gene Expression,ENSG
ODR4,ENSG00000157181,Gene Expression,ENSG
OGDH,ENSG00000105953,Gene Expression,ENSG
OGFR,ENSG00000060491,Gene Expression,ENSG
OGG1,ENSG00000114026,Gene Expression,ENSG
OGT,ENSG00000147162,Gene Expression,ENSG
OIT3,ENSG00000138315,Gene Expression,ENSG
OLFM1,ENSG00000130558,Gene Expression,ENSG
OLFM2,ENSG00000105088,Gene Expression,ENSG
OLFML3,ENSG00000116774,Gene Expression,ENSG
OLIG1,ENSG00000184221,Gene Expression,ENSG
OLIG2,ENSG00000205927,Gene Expression,ENSG
OLR1,ENSG00000173391,Gene Expression,ENSG
ONECUT3,ENSG00000205922,Gene Expression,ENSG
OPALIN,ENSG00000197430,Gene Expression,ENSG
OPN1LW,ENSG00000102076,Gene Expression,ENSG
OPRD1,ENSG00000116329,Gene Expression,ENSG
OPRK1,ENSG00000082556,Gene Expression,ENSG
OPRL1,ENSG00000125510,Gene Expression,ENSG
OPRM1,ENSG00000112038,Gene Expression,ENSG
OPRPN,ENSG00000171199,Gene Expression,ENSG
OPTN,ENSG00000123240,Gene Expression,ENSG
ORAI1,ENSG00000276045,Gene Expression,ENSG
ORAI2,ENSG00000160991,Gene Expression,ENSG
ORAI3,ENSG00000175938,Gene Expression,ENSG
ORC6,ENSG00000091651,Gene Expression,ENSG
OSBP2,ENSG00000184792,Gene Expression,ENSG
OSCP1,ENSG00000116885,Gene Expression,ENSG
OSGIN1,ENSG00000140961,Gene Expression,ENSG
OSGIN2,ENSG00000164823,Gene Expression,ENSG
OSM,ENSG00000099985,Gene Expression,ENSG
OSR2,ENSG00000164920,Gene Expression,ENSG
OTOF,ENSG00000115155,Gene Expression,ENSG
OTUB1,ENSG00000167770,Gene Expression,ENSG
OTX2,ENSG00000165588,Gene Expression,ENSG
OVOL2,ENSG00000125850,Gene Expression,ENSG
OXER1,ENSG00000162881,Gene Expression,ENSG
OXSM,ENSG00000151093,Gene Expression,ENSG
OXSR1,ENSG00000172939,Gene Expression,ENSG
OXTR,ENSG00000180914,Gene Expression,ENSG
P2RX1,ENSG00000108405,Gene Expression,ENSG
P2RX3,ENSG00000109991,Gene Expression,ENSG
P2RX4,ENSG00000135124,Gene Expression,ENSG
P2RX7,ENSG00000089041,Gene Expression,ENSG
P2RY1,ENSG00000169860,Gene Expression,ENSG
P2RY12,ENSG00000169313,Gene Expression,ENSG
P2RY13,ENSG00000181631,Gene Expression,ENSG
P2RY14,ENSG00000174944,Gene Expression,ENSG
P2RY2,ENSG00000175591,Gene Expression,ENSG
P2RY6,ENSG00000171631,Gene Expression,ENSG
P4HA1,ENSG00000122884,Gene Expression,ENSG
P4HA3,ENSG00000149380,Gene Expression,ENSG
P4HB,ENSG00000185624,Gene Expression,ENSG
P4HTM,ENSG00000178467,Gene Expression,ENSG
PABPC1L,ENSG00000101104,Gene Expression,ENSG
PABPC4,ENSG00000090621,Gene Expression,ENSG
PACC1,ENSG00000065600,Gene Expression,ENSG
PADI2,ENSG00000117115,Gene Expression,ENSG
PADI4,ENSG00000159339,Gene Expression,ENSG
PAEP,ENSG00000122133,Gene Expression,ENSG
PAGE4,ENSG00000101951,Gene Expression,ENSG
PAH,ENSG00000171759,Gene Expression,ENSG
PAIP2,ENSG00000120727,Gene Expression,ENSG
PAK1,ENSG00000149269,Gene Expression,ENSG
PAK1IP1,ENSG00000111845,Gene Expression,ENSG
PAK2,ENSG00000180370,Gene Expression,ENSG
PAK4,ENSG00000130669,Gene Expression,ENSG
PALB2,ENSG00000083093,Gene Expression,ENSG
PALLD,ENSG00000129116,Gene Expression,ENSG
PALMD,ENSG00000099260,Gene Expression,ENSG
PAM,ENSG00000145730,Gene Expression,ENSG
PANK2,ENSG00000125779,Gene Expression,ENSG
PANX1,ENSG00000110218,Gene Expression,ENSG
PANX2,ENSG00000073150,Gene Expression,ENSG
PANX3,ENSG00000154143,Gene Expression,ENSG
PAPPA,ENSG00000182752,Gene Expression,ENSG
PAPPA2,ENSG00000116183,Gene Expression,ENSG
PAPSS1,ENSG00000138801,Gene Expression,ENSG
PARD3,ENSG00000148498,Gene Expression,ENSG
PARK7,ENSG00000116288,Gene Expression,ENSG
PARM1,ENSG00000169116,Gene Expression,ENSG
PARP1,ENSG00000143799,Gene Expression,ENSG
PARP11,ENSG00000111224,Gene Expression,ENSG
PARP15,ENSG00000173200,Gene Expression,ENSG
PARP3,ENSG00000041880,Gene Expression,ENSG
PART1,ENSG00000152931,Gene Expression,ENSG
PASD1,ENSG00000166049,Gene Expression,ENSG
PAWR,ENSG00000177425,Gene Expression,ENSG
PAX1,ENSG00000125813,Gene Expression,ENSG
PAX2,ENSG00000075891,Gene Expression,ENSG
PAX3,ENSG00000135903,Gene Expression,ENSG
PAX5,ENSG00000196092,Gene Expression,ENSG
PAX6,ENSG00000007372,Gene Expression,ENSG
PAX7,ENSG00000009709,Gene Expression,ENSG
PAX8,ENSG00000125618,Gene Expression,ENSG
PBDC1,ENSG00000102390,Gene Expression,ENSG
PBK,ENSG00000168078,Gene Expression,ENSG
PBLD,ENSG00000108187,Gene Expression,ENSG
PBX1,ENSG00000185630,Gene Expression,ENSG
PBX3,ENSG00000167081,Gene Expression,ENSG
PBXIP1,ENSG00000163346,Gene Expression,ENSG
PC,ENSG00000173599,Gene Expression,ENSG
PCA3,ENSG00000225937,Gene Expression,ENSG
PCAT1,ENSG00000253438,Gene Expression,ENSG
PCBD1,ENSG00000166228,Gene Expression,ENSG
PCBD2,ENSG00000132570,Gene Expression,ENSG
PCBP3,ENSG00000183570,Gene Expression,ENSG
PCCB,ENSG00000114054,Gene Expression,ENSG
PCDH10,ENSG00000138650,Gene Expression,ENSG
PCDH11X,ENSG00000102290,Gene Expression,ENSG
PCDH11Y,ENSG00000099715,Gene Expression,ENSG
PCDH17,ENSG00000118946,Gene Expression,ENSG
PCDH18,ENSG00000189184,Gene Expression,ENSG
PCDH20,ENSG00000280165,Gene Expression,ENSG
PCDH8,ENSG00000136099,Gene Expression,ENSG
PCDHA1,ENSG00000204970,Gene Expression,ENSG
PCDHA2,ENSG00000204969,Gene Expression,ENSG
PCDHA4,ENSG00000204967,Gene Expression,ENSG
PCDHA9,ENSG00000204961,Gene Expression,ENSG
PCDHB14,ENSG00000120327,Gene Expression,ENSG
PCGEM1,ENSG00000227418,Gene Expression,ENSG
PCID2,ENSG00000126226,Gene Expression,ENSG
PCK1,ENSG00000124253,Gene Expression,ENSG
PCLAF,ENSG00000166803,Gene Expression,ENSG
PCNA,ENSG00000132646,Gene Expression,ENSG
PCNX3,ENSG00000197136,Gene Expression,ENSG
PCSK1,ENSG00000175426,Gene Expression,ENSG
PCSK9,ENSG00000169174,Gene Expression,ENSG
PDCD1,ENSG00000188389,Gene Expression,ENSG
PDCD10,ENSG00000114209,Gene Expression,ENSG
PDCD1LG2,ENSG00000197646,Gene Expression,ENSG
PDCD4,ENSG00000150593,Gene Expression,ENSG
PDCD6,ENSG00000249915,Gene Expression,ENSG
PDCD6IP,ENSG00000170248,Gene Expression,ENSG
PDE10A,ENSG00000112541,Gene Expression,ENSG
PDE2A,ENSG00000186642,Gene Expression,ENSG
PDE3A,ENSG00000172572,Gene Expression,ENSG
PDE4A,ENSG00000065989,Gene Expression,ENSG
PDE4B,ENSG00000184588,Gene Expression,ENSG
PDE4DIP,ENSG00000178104,Gene Expression,ENSG
PDE5A,ENSG00000138735,Gene Expression,ENSG
PDE6H,ENSG00000139053,Gene Expression,ENSG
PDGFA,ENSG00000197461,Gene Expression,ENSG
PDGFB,ENSG00000100311,Gene Expression,ENSG
PDGFC,ENSG00000145431,Gene Expression,ENSG
PDGFD,ENSG00000170962,Gene Expression,ENSG
PDGFRA,ENSG00000134853,Gene Expression,ENSG
PDGFRB,ENSG00000113721,Gene Expression,ENSG
PDGFRL,ENSG00000104213,Gene Expression,ENSG
PDHA1,ENSG00000131828,Gene Expression,ENSG
PDHB,ENSG00000168291,Gene Expression,ENSG
PDIA2,ENSG00000185615,Gene Expression,ENSG
PDIA3,ENSG00000167004,Gene Expression,ENSG
PDIA4,ENSG00000155660,Gene Expression,ENSG
PDK1,ENSG00000152256,Gene Expression,ENSG
PDLIM2,ENSG00000120913,Gene Expression,ENSG
PDLIM4,ENSG00000131435,Gene Expression,ENSG
PDPK1,ENSG00000140992,Gene Expression,ENSG
PDPN,ENSG00000162493,Gene Expression,ENSG
PDX1,ENSG00000139515,Gene Expression,ENSG
PDXDC1,ENSG00000179889,Gene Expression,ENSG
PDYN,ENSG00000101327,Gene Expression,ENSG
PDZD4,ENSG00000067840,Gene Expression,ENSG
PDZD7,ENSG00000186862,Gene Expression,ENSG
PDZK1,ENSG00000174827,Gene Expression,ENSG
PEA15,ENSG00000162734,Gene Expression,ENSG
PEBP4,ENSG00000134020,Gene Expression,ENSG
PECAM1,ENSG00000261371,Gene Expression,ENSG
PEF1,ENSG00000162517,Gene Expression,ENSG
PEG10,ENSG00000242265,Gene Expression,ENSG
PELO,ENSG00000152684,Gene Expression,ENSG
PELP1,ENSG00000141456,Gene Expression,ENSG
PENK,ENSG00000181195,Gene Expression,ENSG
PEPD,ENSG00000124299,Gene Expression,ENSG
PER1,ENSG00000179094,Gene Expression,ENSG
PER2,ENSG00000132326,Gene Expression,ENSG
PER3,ENSG00000049246,Gene Expression,ENSG
PFKFB3,ENSG00000170525,Gene Expression,ENSG
PFKP,ENSG00000067057,Gene Expression,ENSG
PGA3,ENSG00000229859,Gene Expression,ENSG
PGAM5,ENSG00000247077,Gene Expression,ENSG
PGAP1,ENSG00000197121,Gene Expression,ENSG
PGAP2,ENSG00000148985,Gene Expression,ENSG
PGBD1,ENSG00000137338,Gene Expression,ENSG
PGD,ENSG00000142657,Gene Expression,ENSG
PGF,ENSG00000119630,Gene Expression,ENSG
PGGT1B,ENSG00000164219,Gene Expression,ENSG
PGK1,ENSG00000102144,Gene Expression,ENSG
PGM1,ENSG00000079739,Gene Expression,ENSG
PGR,ENSG00000082175,Gene Expression,ENSG
PHB,ENSG00000167085,Gene Expression,ENSG
PHB2,ENSG00000215021,Gene Expression,ENSG
PHETA1,ENSG00000198324,Gene Expression,ENSG
PHEX,ENSG00000102174,Gene Expression,ENSG
PHF10,ENSG00000130024,Gene Expression,ENSG
PHF12,ENSG00000109118,Gene Expression,ENSG
PHF21B,ENSG00000056487,Gene Expression,ENSG
PHF23,ENSG00000040633,Gene Expression,ENSG
PHF6,ENSG00000156531,Gene Expression,ENSG
PHF7,ENSG00000010318,Gene Expression,ENSG
PHF8,ENSG00000172943,Gene Expression,ENSG
PHGDH,ENSG00000092621,Gene Expression,ENSG
PHLDA3,ENSG00000174307,Gene Expression,ENSG
PHLDB2,ENSG00000144824,Gene Expression,ENSG
PHLDB3,ENSG00000176531,Gene Expression,ENSG
PHLPP1,ENSG00000081913,Gene Expression,ENSG
PHOX2B,ENSG00000109132,Gene Expression,ENSG
PI16,ENSG00000164530,Gene Expression,ENSG
PI4KA,ENSG00000241973,Gene Expression,ENSG
PIBF1,ENSG00000083535,Gene Expression,ENSG
PICALM,ENSG00000073921,Gene Expression,ENSG
PID1,ENSG00000153823,Gene Expression,ENSG
PIEZO1,ENSG00000103335,Gene Expression,ENSG
PIEZO2,ENSG00000154864,Gene Expression,ENSG
PIGF,ENSG00000151665,Gene Expression,ENSG
PIH1D1,ENSG00000104872,Gene Expression,ENSG
PIK3C3,ENSG00000078142,Gene Expression,ENSG
PIK3CA,ENSG00000121879,Gene Expression,ENSG
PIK3CB,ENSG00000051382,Gene Expression,ENSG
PIK3CD,ENSG00000171608,Gene Expression,ENSG
PIK3CG,ENSG00000105851,Gene Expression,ENSG
PIK3R1,ENSG00000145675,Gene Expression,ENSG
PIK3R2,ENSG00000105647,Gene Expression,ENSG
PIKFYVE,ENSG00000115020,Gene Expression,ENSG
PILRA,ENSG00000085514,Gene Expression,ENSG
PIM1,ENSG00000137193,Gene Expression,ENSG
PIM2,ENSG00000102096,Gene Expression,ENSG
PIMREG,ENSG00000129195,Gene Expression,ENSG
PIN1,ENSG00000127445,Gene Expression,ENSG
PINK1,ENSG00000158828,Gene Expression,ENSG
PIP4K2A,ENSG00000150867,Gene Expression,ENSG
PITHD1,ENSG00000057757,Gene Expression,ENSG
PITPNB,ENSG00000180957,Gene Expression,ENSG
PITX1,ENSG00000069011,Gene Expression,ENSG
PITX2,ENSG00000164093,Gene Expression,ENSG
PIWIL1,ENSG00000125207,Gene Expression,ENSG
PKD1,ENSG00000008710,Gene Expression,ENSG
PKD1L1,ENSG00000158683,Gene Expression,ENSG
PKD2,ENSG00000118762,Gene Expression,ENSG
PKD2L1,ENSG00000107593,Gene Expression,ENSG
PKHD1,ENSG00000170927,Gene Expression,ENSG
PKIA,ENSG00000171033,Gene Expression,ENSG
PKM,ENSG00000067225,Gene Expression,ENSG
PKNOX2,ENSG00000165495,Gene Expression,ENSG
PKP2,ENSG00000057294,Gene Expression,ENSG
PLA2G4A,ENSG00000116711,Gene Expression,ENSG
PLA2G5,ENSG00000127472,Gene Expression,ENSG
PLA2G6,ENSG00000184381,Gene Expression,ENSG
PLA2G7,ENSG00000146070,Gene Expression,ENSG
PLA2R1,ENSG00000153246,Gene Expression,ENSG
PLAGL1,ENSG00000118495,Gene Expression,ENSG
PLAGL2,ENSG00000126003,Gene Expression,ENSG
PLAT,ENSG00000104368,Gene Expression,ENSG
